,0
197,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140711.xls
198,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140712.xls
199,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140713.xls
200,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140714.xls
201,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140715.xls
202,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140716.xls
203,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140717.xls
204,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140718.xls
205,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140719.xls
206,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140720.xls
207,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140721.xls
208,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140722.xls
209,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140723.xls
210,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140724.xls
211,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140725.xls
212,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140726.xls
213,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140727.xls
214,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140728.xls
215,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140729.xls
216,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140730.xls
217,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Passag-20140731.xls
218,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/julho/passageiros/Pass_Transp_Jul14.xls
219,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140801.xls
220,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140802.xls
221,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140803.xls
222,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140804.xls
223,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140805.xls
224,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140806.xls
225,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140807.xls
226,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140808.xls
227,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140809.xls
228,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140810.xls
229,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140811.xls
230,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140812.xls
231,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140813.xls
232,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140814.xls
233,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140815.xls
234,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140816.xls
235,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140817.xls
236,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140818.xls
237,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140819.xls
238,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140820.xls
239,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140821.xls
240,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140822.xls
241,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140823.xls
242,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140824.xls
243,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140825.xls
244,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140826.xls
245,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140827.xls
246,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140828.xls
247,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140829.xls
248,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140830.xls
249,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Passag-20140831.xls
250,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/agosto/passageiros/Pass_Transp_Ago14.xls
251,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140901.xls
252,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140902.xls
253,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140903.xls
254,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140904.xls
255,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140905.xls
256,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140906.xls
257,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140907.xls
258,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140908.xls
259,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140909.xls
260,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140910.xls
261,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140911.xls
262,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140912.xls
263,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140913.xls
264,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140914.xls
265,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140915.xls
266,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140916.xls
267,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140917.xls
268,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140918.xls
269,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140919.xls
270,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140920.xls
271,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140921.xls
272,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140922.xls
273,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140923.xls
274,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140924.xls
275,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140925.xls
276,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140926.xls
277,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140927.xls
278,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140928.xls
279,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140929.xls
280,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Passag-20140930.xls
281,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/2014/setembro/passageiros/Pass_Transp_Set14.xls
282,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141001.xls
283,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141002.xls
284,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141003.xls
285,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141004.xls
286,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141005.xls
287,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141006.xls
288,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141007.xls
289,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141008.xls
290,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141009.xls
291,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141010.xls
292,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141011.xls
293,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141012.xls
294,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141013.xls
295,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141014.xls
296,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141015.xls
297,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141016.xls
298,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141017.xls
299,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141018.xls
300,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141019.xls
301,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141020.xls
302,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141021.xls
303,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141022.xls
304,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141023.xls
305,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141024.xls
306,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141025.xls
307,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141026.xls
308,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141027.xls
309,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141028.xls
310,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141029.xls
311,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141030.xls
312,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Passag-20141031.xls
313,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/outubro/passageiros/Pass_Transp_Out14.xls
314,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141101.xls
315,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141102.xls
316,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141103.xls
317,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141104.xls
318,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141105.xls
319,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141106.xls
320,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141107.xls
321,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141108.xls
322,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141109.xls
323,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141110.xls
324,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141111.xls
325,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141112.xls
326,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141113.xls
327,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141114.xls
328,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141115.xls
329,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141116.xls
330,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141117.xls
331,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141118.xls
332,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141119.xls
333,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141120.xls
334,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141121.xls
335,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141122.xls
336,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141123.xls
337,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141124.xls
338,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141125.xls
339,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141126.xls
340,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141127.xls
341,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141128.xls
342,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141129.xls
343,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Passag-20141130.xls
344,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/novembro/passageiros/Pass_Transp_Nov14.xls
345,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141201.xls
346,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141202.xls
347,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141203.xls
348,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141204.xls
349,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141205.xls
350,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141206.xls
351,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141207.xls
352,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141208.xls
353,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141209.xls
354,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141210.xls
355,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141211.xls
356,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141212.xls
357,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141213.xls
358,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141214.xls
359,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141215.xls
360,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141216.xls
361,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141217.xls
362,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141218.xls
363,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141219.xls
364,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141220.xls
365,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141221.xls
366,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141222.xls
367,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141223.xls
368,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141224.xls
369,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141225.xls
370,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141226.xls
371,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141227.xls
372,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141228.xls
373,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141229.xls
374,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141230.xls
375,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Passag-20141231.xls
376,http://www.prefeitura.sp.gov.br/cidade/secretarias/upload/transportes/SPTrans/acesso_a_informacao/2014/dezembro/passageiros/Pass_Transp_Dez14.xlsx
